Odom_X, Odom_Y, EKF_X, Odom_Y
-3.81922460981,4.40457108157,-3.86401192, 4.44932007
-3.73142634292,4.157123268,-3.75995372, 4.2210466
-3.9070228767,4.60252933243,-3.87500837, 4.51894339
-4.12651854393,4.157123268,-4.07164844, 4.23660955
-3.68752720947,4.30559195614,-3.7713007, 4.29025253
-3.55582980913,4.80048758328,-3.60289206, 4.68847365
-3.77532547636,4.70150845785,-3.73768525, 4.69874192
-3.99482114359,4.05814414257,-3.93838413, 4.19865842
-3.64362807602,4.35508151885,-3.70792967, 4.32057653
-3.95092201015,4.157123268,-3.89768574, 4.19302588
-4.34601421116,4.20661283071,-4.24839586, 4.20406905
-4.17041767738,4.89946670871,-4.18842948, 4.74748519
-4.03872027704,4.25610239343,-4.07134111, 4.36371079
-4.30211507772,4.00865457985,-4.25139127, 4.08647715
-4.03872027704,4.00865457985,-4.08495335, 4.02540784
-4.12651854393,4.157123268,-4.11737908, 4.12822279
-4.34601421116,4.89946670871,-4.29692113, 4.73118088
-4.25821594427,4.60252933243,-4.26704546, 4.6310207
-3.81922460981,4.89946670871,-3.91745136, 4.84056414
-4.17041767738,3.95916501714,-4.11426909, 4.15185835
-3.59972894258,4.60252933243,-3.71223711, 4.50331264
-3.9070228767,4.35508151885,-3.86411735, 4.3874228
-3.99482114359,4.60252933243,-3.96639102, 4.55562242
-3.51193067569,4.503550207,-3.61128298, 4.51455251
-4.17041767738,4.60252933243,-4.04815037, 4.5837365
-3.81922460981,4.89946670871,-3.86976708, 4.83062817
-3.99482114359,3.95916501714,-3.96678348, 4.14943779
-4.30211507772,4.10763370528,-4.22844651, 4.11666702
-4.03872027704,4.157123268,-4.08018841, 4.14801073
-4.21431681082,4.30559195614,-4.18503015, 4.27126722
-4.12651854393,4.20661283071,-4.13932707, 4.22073959
-4.21431681082,4.30559195614,-4.19796639, 4.2871711
-3.77532547636,4.55303976971,-3.86814006, 4.49490863
-4.30211507772,4.00865457985,-4.20673258, 4.11492307
-3.77532547636,4.89946670871,-3.87034376, 4.72825028
-4.03872027704,4.25610239343,-4.00166745, 4.35935353
-3.64362807602,4.55303976971,-3.72216665, 4.51054426
-4.03872027704,4.00865457985,-3.96900595, 4.11800741
-4.17041767738,4.10763370528,-4.12613818, 4.10965011
-4.03872027704,4.89946670871,-4.05828007, 4.72753148
-4.25821594427,4.40457108157,-4.21441119, 4.47550716
-3.68752720947,4.65201889514,-3.80316545, 4.61350242
-3.51193067569,4.503550207,-3.57576898, 4.52743064
-3.95092201015,4.30559195614,-3.86854194, 4.35384209
-4.30211507772,4.157123268,-4.20691999, 4.19979167
-4.17041767738,4.503550207,-4.17846171, 4.43727914
-4.25821594427,4.65201889514,-4.2407832, 4.60552719
-3.68752720947,4.45406064428,-3.80889522, 4.48720398
-3.64362807602,3.95916501714,-3.67985145, 4.07386432
-4.30211507772,4.00865457985,-4.16560642, 4.02226782
-4.12651854393,4.25610239343,-4.13507838, 4.20490311
-3.81922460981,4.05814414257,-3.8885332, 4.09007467
-4.30211507772,4.70150845785,-4.21127825, 4.56845554
-3.55582980913,4.30559195614,-3.69960158, 4.36339304
-3.81922460981,4.05814414257,-3.79308263, 4.1245592
-3.81922460981,4.20661283071,-3.81350194, 4.18851623
-3.81922460981,4.849977146,-3.81766363, 4.70612513
-4.03872027704,4.35508151885,-3.99030907, 4.43187897
-4.25821594427,4.75099802057,-4.19931426, 4.68142701
-3.51193067569,4.157123268,-3.66284979, 4.27175994
-3.73142634292,4.45406064428,-3.71632791, 4.4142037
-3.81922460981,4.20661283071,-3.79681813, 4.25174303
-3.81922460981,3.95916501714,-3.81462317, 4.02261223
-4.21431681082,4.89946670871,-4.12624647, 4.70794028
-3.81922460981,4.157123268,-3.88673973, 4.27766585
-3.59972894258,3.95916501714,-3.66288733, 4.028694
-3.64362807602,4.40457108157,-3.64758529, 4.32253344
-3.64362807602,4.40457108157,-3.64429795, 4.38688505
-4.21431681082,4.00865457985,-4.08994055, 4.09068845
-4.34601421116,4.89946670871,-4.29118333, 4.72010437
-4.26007889666,4.16979813454,-4.270371, 4.28517116
-3.63305332899,4.18247300108,-3.77514983, 4.19785622
-4.1249570752,4.79445470586,-4.05289648, 4.65721136
-4.12252983205,4.65866088426,-4.11215668, 4.65132815
-3.79517118419,4.47171769599,-3.8679712, 4.5027498
-4.34861153443,4.23317246725,-4.24888298, 4.28405659
-3.77887617642,4.2458473338,-3.88468451, 4.24502091
-4.19871237275,5.01897259326,-4.13603531, 4.84304557
-4.4816075964,4.9830632447,-4.41282272, 4.94638643
-4.33127554751,4.8448551628,-4.35551831, 4.86038945
-3.98055916833,4.96148856663,-4.0681323, 4.93219881
-4.06879032244,4.36052192445,-4.0734993, 4.47670949
-4.95951217445,4.47624998066,-4.77438283, 4.46919219
-4.29868553197,4.59258160196,-4.40917115, 4.55834696
-4.59445134227,4.8130226518,-4.56144752, 4.75155861
-4.63735329774,4.41182495569,-4.6278361, 4.47918536
-5.09051388048,5.01173813231,-4.99860961, 4.89107533
-4.76605916417,4.60737171957,-4.82448086, 4.66390034
-5.06750143401,4.3179789067,-5.02201407, 4.38752611
-5.00353758683,5.06968037936,-5.01589892, 4.91679267
-4.88280401955,5.08416594113,-4.91998768, 5.04389642
-5.42328618079,4.56754197134,-5.32187869, 4.66693807
-5.52581798672,4.47399493157,-5.48995793, 4.51102314
-4.99573536779,4.60647191858,-5.11152166, 4.58023696
-5.03768394647,5.04916471349,-5.06207108, 4.9425822
-5.42597110642,5.3326755402,-5.35574169, 5.24455897
-5.76177874183,4.80745076811,-5.68236719, 4.89914823
-5.16352968253,4.87504728303,-5.28508294, 4.87608848
-5.66483579308,5.3379595079,-5.59115689, 5.2342508
-4.86862964666,5.40736671804,-5.03480367, 5.36696789
-5.81598981521,4.600743597,-5.65463063, 4.76400387
-5.25115274469,4.99787000217,-5.34833299, 4.94262623
-4.92292832241,5.23189126617,-5.02418079, 5.16518385
-5.08508997879,5.08055564393,-5.07989444, 5.09544709
-5.10030020622,4.77516835661,-5.10390852, 4.84083947
-6.28089240307,4.73246890098,-6.03351403, 4.75208411
-5.75280414009,4.74529465879,-5.82341405, 4.74276748
-5.73130936116,5.54181083816,-5.76093814, 5.36538596
-5.51424093709,5.10771884554,-5.57727685, 5.16136861
-6.46966100716,4.8963312718,-6.28518103, 4.95114054
-6.51685315818,4.51444488474,-6.47640213, 4.60558547
-5.80987534384,5.16264326723,-5.96434114, 5.03818334
-5.71683350461,4.66442525887,-5.7790587, 4.74245367
-6.63788820912,5.47527610874,-6.46003236, 5.31290054
-6.6163934302,5.4325766531,-6.59208411, 5.40503206
-6.31919755472,5.38957541493,-6.38807218, 5.39152078
-6.7551097529,5.24502989976,-6.68457179, 5.27535388
-5.71808836506,5.62012895306,-5.93751938, 5.54373147
-6.04098161264,5.11195212099,-6.02673573, 5.20459339
-6.5823295483,5.41643683401,-6.47032153, 5.3685597
-7.05832737277,4.90494039403,-6.94012336, 5.00395156
-6.23503759025,4.91761526057,-6.39798707, 4.93372464
-7.15175829803,5.04767798729,-6.99664792, 5.020453
-6.24357418016,5.17834427907,-6.41676912, 5.14182569
-6.17579682582,4.90916812286,-6.23692588, 4.95757076
-6.9642007532,5.45536955456,-6.81522649, 5.34471567
-6.48100880163,5.88539025623,-6.56112269, 5.76733194
-6.25492709925,5.29090639197,-6.32554936, 5.39474017
-7.00853277386,5.05311284626,-6.86236285, 5.12767864
-6.40564823417,4.87476768698,-6.50693394, 4.93005382
-6.10420596433,5.8259418698,-6.19239811, 5.62944426
-6.10420596433,4.93421607341,-6.12336481, 5.08672663
-7.3099750437,5.64759671053,-7.05214492, 5.52464693
-7.08389334132,5.05311284626,-7.07813395, 5.15656978
-7.15925390878,5.70704509695,-7.14244666, 5.58635381
-7.00853277386,5.70704509695,-7.03822332, 5.68059088
-7.3099750437,4.99366445983,-7.25094197, 5.14443217
-7.46069617863,5.8259418698,-7.41566323, 5.67659301
-7.23461447624,4.93421607341,-7.27417549, 5.09702003
-6.85781163894,4.81531930055,-6.9481596, 4.87690398
-7.15925390878,4.87476768698,-7.11288404, 4.87523675
-6.02884539687,5.70704509695,-6.26486208, 5.52408522
-6.10420596433,5.76649348338,-6.13838709, 5.71304004
-6.40564823417,4.87476768698,-6.34640359, 5.05846788
-7.46069617863,5.17200961911,-7.21805773, 5.1477667
-6.40564823417,5.23145800554,-6.58327296, 5.2128379
-7.15925390878,5.17200961911,-7.03370294, 5.18132467
-7.46069617863,5.05311284626,-7.36803468, 5.08170192
-6.17956653179,5.40980316482,-6.43907422, 5.33720704
-7.23461447624,5.35035477839,-7.06088083, 5.34792218
-6.33028766671,5.8259418698,-6.49017756, 5.72083903
-6.25492709925,5.46925155125,-6.30578317, 5.52397391
-6.85781163894,5.40980316482,-6.73702673, 5.43507527
-7.08389334132,5.29090639197,-7.00825229, 5.32285515
-7.15925390878,4.81531930055,-7.12840901, 4.92827728
-7.08971735504,5.09528529081,-7.10270317, 5.06187031
-7.39747929935,5.01657637689,-7.33880781, 5.03060847
-6.3459009801,5.48431430815,-6.56862813, 5.38973346
-6.57793061139,5.34466856858,-6.57981572, 5.35823161
-6.42671381572,4.91463776421,-6.4621455, 5.01345593
-6.95597260055,5.52896748474,-6.84985311, 5.41800091
-7.10718939621,4.91463776421,-7.05172769, 5.02589134
-7.03158099838,5.95899828911,-7.03754097, 5.75591196
-6.88036420272,5.34466856858,-6.91507893, 5.43508612
-6.19988862223,5.52896748474,-6.35642802, 5.50795432
-7.18279779404,5.89756531705,-7.00245268, 5.81328554
-7.03158099838,5.16036965242,-7.02499308, 5.30328952
-6.80475580488,4.97607073626,-6.85252341, 5.04709244
-6.27549702006,5.71326640089,-6.40207822, 5.56715502
-6.1242802244,4.91463776421,-6.18438892, 5.05649271
-6.1242802244,5.28323559653,-6.13723273, 5.2331611
-7.10718939621,5.28323559653,-6.89481196, 5.27297429
-6.42671381572,6.08186423321,-6.53007815, 5.90567892
-7.48523138537,5.52896748474,-7.27613397, 5.61241076
-6.42671381572,5.59040045679,-6.61403351, 5.59714139
-7.01153258438,4.95072899991,-6.92627786, 5.09605717
-7.1963207808,5.58798901182,-7.14078498, 5.48674685
-6.55868629785,5.98673538266,-6.68960338, 5.88505335
-7.35718022502,6.0291425846,-7.21538342, 6.00599291
-6.5207452133,5.61941310031,-6.67603316, 5.71179727
-6.79730988334,5.46353603227,-6.77445797, 5.52567309
-6.97800216722,6.19877139237,-6.93757593, 6.060536
-7.22912906467,6.6178190833,-7.16982173, 6.50565471
-5.82447450877,5.98950400894,-6.12044161, 6.11149924
-5.87981891827,5.75865975545,-5.934107, 5.84450678
-6.65848000579,5.86520677212,-6.50283195, 5.86969452
-6.33103979055,6.77203124453,-6.37134497, 6.58524722
-5.95342895008,6.88579650834,-6.04640491, 6.83106535
-6.65066113248,6.30041764774,-6.52136311, 6.42582671
-5.6865069286,6.94887829944,-5.87023551, 6.84414986
-6.87397893955,6.49358363008,-6.65707295, 6.5793244
-6.42916710067,5.88835458985,-6.48148843, 6.0477607
-6.76172290324,5.92534810644,-6.70332886, 5.96053918
-6.93034302384,6.87728662346,-6.88409234, 6.68675233
-5.86218280564,7.1405351177,-6.0871736, 7.05200093
-6.53979772273,6.44364669552,-6.44292448, 6.58612919
-5.82596631584,7.15354031927,-5.96204593, 7.03973541
-5.94614040596,6.07234202053,-5.95054771, 6.29235955
-6.27222897821,7.39099593671,-6.20287306, 7.15834093
-6.06545219871,6.63681267786,-6.09599044, 6.75489302
-5.92760101238,6.10888439667,-5.96462014, 6.25156872
-6.82363372355,7.31557761083,-6.63538684, 7.08525459
-6.34115457138,6.18430272255,-6.40571867, 6.38160386
-5.99652660554,6.18430272255,-6.08629259, 6.22718896
-6.47900575771,6.48597602609,-6.39283754, 6.42953858
-5.78974982604,6.33513937432,-5.92205521, 6.35586687
-5.51404745337,7.08932263317,-5.60340422, 6.93007881
-5.72082423288,6.48597602609,-5.69511144, 6.58324795
-6.13437779188,6.63681267786,-6.03801579, 6.62505571
-5.58297304654,6.9384859814,-5.68265177, 6.87054333
-6.13437779188,6.9384859814,-6.03522421, 6.92392532
-6.06545219871,6.71223100375,-6.05888283, 6.7584421
-6.68578253722,7.01390430729,-6.54822956, 6.95795172
-6.13437779188,6.03346607078,-6.22562609, 6.23473696
-6.68578253722,7.24015928494,-6.58452695, 7.02050469
-6.06545219871,6.18430272255,-6.17964974, 6.36688187
-6.75470813038,6.78764932963,-6.62855509, 6.69531594
-6.47900575771,6.03346607078,-6.51230144, 6.17753011
-6.75470813038,6.86306765552,-6.70130595, 6.71312696
-6.41008016455,6.48597602609,-6.47396391, 6.5358253
-6.61685694405,7.24015928494,-6.58493603, 7.08670766
-6.41008016455,6.41055770021,-6.44868797, 6.55848404
-6.68578253722,6.18430272255,-6.63434558, 6.2654441
-6.06545219871,6.41055770021,-6.19003621, 6.37901865
-6.61685694405,7.4664142626,-6.52237092, 7.22912139
-6.82363372355,6.10888439667,-6.75847724, 6.35338345
-6.27222897821,7.01390430729,-6.37822325, 6.86984461
-5.85867541921,6.10888439667,-5.97272898, 6.27574204
-5.85867541921,7.16474095906,-5.88265118, 6.97091993
-6.34115457138,7.39099593671,-6.24007142, 7.29943652
-5.4740519348,6.40992153479,-5.64038615, 6.60697066
-6.11331346826,7.01251222767,-6.00600171, 6.92765964
-6.00089274865,7.23800380682,-5.99726398, 7.17570888
-6.22410100319,6.10645948378,-6.17001671, 6.34539633
-6.50973557914,6.40737687312,-6.4321957, 6.39739631
-5.38049573378,6.10585325556,-5.6082092, 6.17243032
-5.51334748029,6.5581386819,-5.53199645, 6.47556603
-6.44330970588,6.85966229945,-6.24292517, 6.77603421
-5.77905097332,7.2365668214,-5.8793343, 7.13683654
-5.6461992268,6.93504320384,-5.69647506, 6.98004943
-5.97832859309,7.01042410823,-5.91632444, 7.00392634
-5.51334748029,7.38732863018,-5.60064312, 7.30403229
-6.50973557914,6.48275777751,-6.31187986, 6.66186122
-6.24403208611,7.16118591701,-6.25902471, 7.05155186
-6.04475446634,7.46270953457,-6.09117962, 7.37285566
-6.24403208611,6.33199596873,-6.21143282, 6.55982089
-6.04475446634,6.33199596873,-6.08165953, 6.38177876
-5.97832859309,7.08580501262,-6.00044089, 6.9316293
-6.5761614524,6.48275777751,-6.4509988, 6.58071775
-6.5761614524,7.01042410823,-6.54912221, 6.91596431
-6.1111803396,6.48275777751,-6.20702281, 6.57787014
-5.6461992268,6.48275777751,-5.76815753, 6.50401386
-6.37688383263,6.40737687312,-6.24404586, 6.42836371
-5.51334748029,7.08580501262,-5.67209895, 6.94204517
-6.50973557914,6.48275777751,-6.3271737, 6.58320929
-5.84547684657,6.33199596873,-5.95079393, 6.38717583
-6.50973557914,6.03047235117,-6.38830316, 6.10847161
-5.91190271983,6.5581386819,-6.01581827, 6.45959235
-6.50973557914,6.03047235117,-6.40233184, 6.12446731
-6.50973557914,7.31194772579,-6.48651023, 7.05139247
-6.44330970588,7.16118591701,-6.45289096, 7.13708417
-6.1111803396,7.2365668214,-6.18548, 7.21478214
-5.77905097332,6.85966229945,-5.86705973, 6.93761887
-5.38049573378,6.78428139506,-5.48560012, 6.81794841
-6.5761614524,6.48275777751,-6.33836376, 6.55633882
-6.31045795937,7.46270953457,-6.31722437, 7.26389556
-5.77905097332,6.78428139506,-5.89626707, 6.88940518
-6.44330970588,6.03047235117,-6.32388377, 6.21897648
-5.97832859309,7.38732863018,-6.05399494, 7.13099587
-5.51334748029,7.38732863018,-5.63088161, 7.33091421
-6.24403208611,7.16118591701,-6.11018639, 7.19856628
-6.17760621286,6.18123415995,-6.16273466, 6.4043829
-6.31045795937,7.2365668214,-6.27876408, 7.05418952
-6.24403208611,6.93504320384,-6.25186271, 6.96122952
-5.57977335355,6.63351958629,-5.72584879, 6.70497888
-5.77905097332,6.10585325556,-5.76643933, 6.23697847
-6.17760621286,6.78428139506,-6.0880291, 6.66447893
-5.71262510006,7.38732863018,-5.79508601, 7.22878799
-5.44692160704,7.46270953457,-5.5229442, 7.41123219
-5.38049573378,6.18123415995,-5.41031216, 6.45038593
-6.1111803396,7.38732863018,-5.95870266, 7.18248646
-6.2512495374,6.44026780518,-6.18502497, 6.60206555
-6.39162586079,7.14170548784,-6.3424004, 7.02148927
-6.19902822253,6.57698394869,-6.22386043, 6.67122487
-5.47210590515,6.75322564785,-5.62838291, 6.7314372
-6.3469291228,6.4161290302,-6.18207222, 6.48108089
-6.15356367057,6.4450674067,-6.1518568, 6.44858667
-6.56240761727,7.12031940874,-6.46531405, 6.96989132
-5.69841057656,6.57140809185,-5.85710817, 6.65424721
-5.84585078844,6.76226015358,-5.83922168, 6.73445627
-6.59250592477,5.87547580095,-6.41990885, 6.05805489
-6.12859975153,6.87575503314,-6.18417376, 6.6924958
-5.79846670156,6.20622014366,-5.87360194, 6.30746761
-6.14257396573,5.75097030065,-6.07532761, 5.86681763
-5.60894031917,6.04931778074,-5.70206103, 6.00382453
-6.15654817993,5.66796663378,-6.04925126, 5.73563191
-6.03490651733,5.91740123875,-6.03051573, 5.87231511
-5.56654702308,6.13740339778,-5.66006116, 6.07444548
-5.84468910237,5.96045590838,-5.79625171, 5.98027494
-5.44306260697,6.24052281898,-5.51156269, 6.17853951
-5.4492051187,5.41895563317,-5.45421652, 5.57930802
-6.20545792962,5.82557494972,-6.03380444, 5.76626144
-6.07590778317,6.16175405633,-6.05936983, 6.07019072
-5.80935969478,5.23142096462,-5.85585336, 5.4086998
-6.70537457791,5.94083438626,-6.51290207, 5.81898198
-5.47991767738,5.08736440729,-5.69759231, 5.24072594
-6.24039346512,4.98530375283,-6.11448163, 5.03452451
-5.49220270085,5.73897170379,-5.62073915, 5.57917819
-6.46777307608,5.46589239328,-6.27580585, 5.48512975
-6.62012729735,5.78950804296,-6.53860647, 5.71766051
-6.28231610771,4.9795161752,-6.3314178, 5.13475668
-6.15107677053,5.46031653644,-6.18341889, 5.38291529
-6.29629032191,5.41387400855,-6.26453536, 5.40104726
-5.54748530647,5.49080774914,-5.6963882, 5.46498104
-6.66435338185,4.54508787676,-6.44570931, 4.73936715
-5.90725597556,4.67192263135,-6.0177975, 4.67943758
-6.88781714157,4.63042079792,-6.69147607, 4.63422095
-6.90301985812,5.08877631332,-6.85123167, 4.98308472
-6.28238292399,5.20325933177,-6.40065238, 5.14869181
-6.42905532191,4.99589125754,-6.41632698, 5.02274337
-6.78590829793,4.84414130987,-6.69895807, 4.87654169
-6.2330793022,4.59004835909,-6.32841178, 4.64553166
-5.95946732531,4.39157353488,-6.03294807, 4.43945087
-5.90225521966,4.25690429701,-5.92362571, 4.28917833
-5.70389897665,4.6707935623,-5.74497791, 4.58058678
-6.34457585531,4.57515581064,-6.20714243, 4.56985901
-6.35148618102,4.57790850652,-6.3136569, 4.56944437
-6.78228960717,4.04939512984,-6.67366568, 4.15578981
-5.80579785518,4.15526724692,-5.98891973, 4.14775076
-6.59176506662,4.39213839496,-6.45379662, 4.33170885
-6.95368561482,4.02208021739,-6.83849036, 4.08233117
-6.17984986406,4.39072681448,-6.31771804, 4.31595723
-6.26439614693,4.16161968463,-6.26944524, 4.18786601
-6.98378392232,4.11567122619,-6.82192174, 4.12426107
-6.64174975587,3.67764318592,-6.6753903, 3.76760335
-6.57739698032,3.63564728304,-6.59301236, 3.65661346
-7.08545245666,3.97415564394,-6.97275238, 3.89765153
-6.30493672439,4.13663402648,-6.44548386, 4.07710206
-7.02893138358,4.04643103872,-6.89587109, 4.04597281
-5.95944739508,3.46766367152,-6.15777025, 3.58568436
-5.89394289858,3.98989540112,-5.94517102, 3.89405955
-5.76247321721,3.18442062345,-5.79573317, 3.33174336
-5.76861572894,3.14440099835,-5.76807435, 3.17742823
-7.14626332284,3.21935846115,-6.8399765, 3.20279049
-7.0093421623,3.44267801336,-6.96762089, 3.38275349
-6.80699328667,3.13169644848,-6.83712845, 3.17863856
-6.66922753077,3.01700170923,-6.7007826, 3.04417526
-7.18427011421,3.19112603767,-7.07381685, 3.15117843
-5.88425847748,3.25323769488,-6.1388634, 3.22260492
-6.77028181393,2.78422437247,-6.62660845, 2.87171765
-7.06892452614,3.32014895362,-6.96745942, 3.21428954
-6.86473289698,3.19042041021,-6.88245466, 3.18786062
-6.44007198257,3.06266814458,-6.53175574, 3.08208645
-7.04027510005,2.90597750245,-6.92433488, 2.93680608
-5.87918094018,2.45397426199,-6.10208951, 2.55047611
-6.10602308137,2.82551481067,-6.09942659, 2.75705624
-6.99611583184,2.77808414388,-6.79525292, 2.76577689
-7.01070429721,2.71117304793,-6.95912131, 2.71531863
-6.50088284875,2.41614279824,-6.5962105, 2.47307091
-6.58842360609,2.249782488,-6.58501958, 2.28986474
-7.11398524088,2.23376054494,-6.9937653, 2.23753417
-6.98021211761,2.09880895842,-6.97884298, 2.12062593
-6.91309521178,2.35120814285,-6.92324089, 2.29259626
-6.62942487193,1.90379262033,-6.68891055, 1.97982438
-6.2634349097,2.09386842674,-6.35142585, 2.06006345
-7.39710814584,2.00394778764,-7.16424399, 2.00802062
-6.88114418564,2.1312061466,-6.93907874, 2.09614822
-7.18769538171,1.68266122948,-7.12904248, 1.76430882
-6.45218351301,1.62365524465,-6.59557084, 1.64507572
-6.90939973962,1.75959513284,-6.83639035, 1.72596194
-6.9916425806,1.58172996963,-6.95341561, 1.60449101
-6.39673737948,1.59641096006,-6.51384307, 1.58904
-7.46552037029,1.52900579466,-7.2546776, 1.53582268
-7.01306459027,1.44113189841,-7.06429619, 1.45779767
-6.40979021692,1.5465805739,-6.55213117, 1.52438939
-6.03274373357,1.42355711916,-6.14577416, 1.4435064
-6.03274373357,1.73990314564,-6.05720677, 1.6741104
-6.9376552936,1.52900579466,-6.74441516, 1.56057582
-6.9376552936,1.49385623616,-6.89519506, 1.50827834
-6.63601810693,1.72232836639,-6.69291367, 1.67553453
-6.56060881026,1.70475358714,-6.58964937, 1.6984038
-6.18356232691,1.45870667766,-6.27251807, 1.51066357
-6.40979021692,1.59930491165,-6.37965513, 1.57979321
-6.56060881026,1.44113189841,-6.52086476, 1.47124875
-6.9376552936,1.47628145691,-6.84621189, 1.47513663
-7.31470177695,1.40598233991,-7.21191691, 1.42105727
-6.18356232691,1.5817301324,-6.40916535, 1.54663903
-6.48519951359,1.6520292494,-6.46853309, 1.62921101
-6.86224599693,1.6871788079,-6.77588338, 1.67475026
-7.39011107362,1.52900579466,-7.25537206, 1.560809
-6.18356232691,1.63445447015,-6.41868242, 1.61847465
-6.63601810693,1.5465805739,-6.58834943, 1.56224824
-6.03274373357,1.59930491165,-6.15461575, 1.5913182
-6.48519951359,1.5817301324,-6.41268445, 1.58379508
